,IBM,KO,LMT,MCD,MSFT,SBUX,TTE,UBER,V,XOM,Mkt-RF,SMB,HML,RMW,CMA,RF
2021-03-23,108.23754119873048,46.92301559448242,325.7177124023437,209.8897857666016,231.47125244140625,99.8228530883789,38.12532043457031,53.4900016784668,203.64486694335935,48.75285720825195,-1.17,-2.95,-1.04,0.58,-0.79,0.0
2021-03-24,108.37030029296876,47.04171752929688,328.0296630859375,209.5904235839844,229.40576171875,98.62029266357422,38.86781311035156,52.56999969482422,203.5666046142578,49.7416877746582,-1.01,-1.59,1.46,1.39,0.12,0.0
2021-03-25,110.40296173095705,47.49825668334961,332.7274169921875,209.73077392578125,226.36595153808597,100.8563232421875,38.12532043457031,53.88999938964844,203.46878051757807,49.60042953491211,0.67,2.01,1.4,0.46,1.12,0.0
2021-03-26,113.1491470336914,48.42958450317383,335.942138671875,210.67559814453125,230.39952087402344,103.25205993652344,38.94289016723633,54.709999084472656,208.9084014892578,50.95124435424805,1.55,0.19,0.69,0.79,0.58,0.0
2021-03-29,112.71770477294922,49.16918563842773,343.384765625,212.67747497558597,229.19140625,102.52864074707033,39.21818923950195,53.34999847412109,209.86721801757807,50.677547454833984,-0.49,-2.49,-0.23,0.91,-0.01,0.0
2021-03-30,111.77190399169922,48.53002548217773,341.3122863769531,210.46038818359372,225.8885803222656,103.59967803955078,39.27659606933594,53.459999084472656,207.31369018554688,50.05069732666016,-0.02,1.83,1.01,-0.25,-0.2,0.0
2021-03-31,110.5605926513672,48.12827682495117,340.3542785644531,209.6746368408203,229.70779418945312,102.66016387939452,38.82609939575195,54.5099983215332,207.14739990234372,49.29142379760742,0.63,0.59,-2.33,-1.2,-0.26,0.0
2021-04-01,110.5356903076172,47.94565582275391,341.75439453125,210.67559814453125,236.1186065673828,102.76351928710938,38.6926155090332,57.59999847412109,212.16635131835935,50.66872024536133,1.27,0.21,0.0,-0.68,-0.51,0.0
2021-04-05,112.77576446533205,48.21957778930664,348.8746337890625,214.08067321777344,242.66583251953125,104.30432891845705,38.40062713623047,57.400001525878906,214.29913330078125,49.8829460144043,1.27,-0.7,-0.71,1.0,0.1,0.0
2021-04-06,111.3570556640625,48.56654739379883,349.07733154296875,216.94317626953125,241.48692321777344,106.30547332763672,38.39228439331055,58.04999923706055,213.9176025390625,49.7416877746582,0.01,-0.32,0.1,-0.12,-0.28,0.0
2021-04-07,111.94612121582033,48.648719787597656,350.2011108398437,217.59803771972656,243.47445678710935,106.34304809570312,38.62587738037109,56.88999938964844,214.5241851806641,49.9624137878418,-0.12,-1.54,0.32,0.7,-0.11,0.0
2021-04-08,112.10377502441406,48.50263595581055,355.5711669921875,215.3903350830078,246.73831176757807,106.20211791992188,38.04189682006836,57.83000183105469,215.9232635498047,49.44151306152344,0.62,0.26,-1.17,-0.55,-0.38,0.0
2021-04-09,112.60984802246094,48.55742645263672,355.7646484375,216.5409698486328,249.27149963378903,106.33364868164062,37.53301239013672,57.68000030517578,217.7038726806641,49.32673263549805,0.65,-0.62,0.13,0.8,0.13,0.0
2021-04-12,111.66403198242188,48.71264266967773,357.2568664550781,216.0545196533203,249.32994079589844,106.925537109375,37.482948303222656,59.43999862670898,216.67657470703125,49.00006866455078,-0.05,-0.47,0.59,0.74,-0.35,0.0
2021-04-13,108.83488464355467,48.475242614746094,356.57525634765625,216.39126586914065,251.84359741210935,108.38178253173828,37.658145904541016,60.63999938964844,216.236328125,49.18547439575195,0.41,-0.77,-1.61,-1.09,-0.36,0.0
2021-04-14,110.03790283203124,48.46611785888672,358.01226806640625,215.44647216796875,249.0181579589844,108.19387817382812,37.98350524902344,59.22999954223633,217.1755523681641,50.60691452026367,-0.35,1.17,1.42,0.02,0.68,0.0
2021-04-15,109.99640655517578,48.69438934326172,359.8175964355469,216.35385131835935,252.82765197753903,109.60314178466795,37.95012664794922,60.7400016784668,221.3824462890625,50.306732177734375,1.04,-0.79,-1.19,0.1,-0.52,0.0
2021-04-16,110.8343734741211,49.01396179199219,360.9045715332031,218.0376739501953,254.03570556640625,111.18150329589844,37.841678619384766,60.34999847412109,221.5096435546875,50.02421188354492,0.27,-0.19,0.66,0.84,0.16,0.0
2021-04-19,110.4444351196289,49.3061408996582,360.8308410644531,216.8496551513672,252.087158203125,110.4862823486328,38.308860778808594,57.84999847412109,220.903076171875,49.86529922485352,-0.73,-0.66,0.78,0.73,0.41,0.0
2021-04-20,114.6259307861328,49.461368560791016,356.77789306640625,217.97218322753903,251.6195526123047,109.23672485351562,37.307762145996094,55.47999954223633,218.4473876953125,48.81465911865234,-0.94,-1.37,-1.57,0.38,-0.48,0.0
2021-04-21,119.09779357910156,49.86312103271485,356.69500732421875,217.2705993652344,253.8798828125,109.67830657958984,37.37449645996094,55.77000045776367,222.52713012695312,49.44151306152344,1.11,1.53,0.1,-0.46,0.11,0.0
2021-04-22,117.21446228027344,49.70790481567383,350.1089782714844,217.9254302978516,250.5575408935547,108.9079132080078,36.75715255737305,56.27999877929688,222.64454650878903,48.79700469970703,-0.77,0.64,-0.77,-0.19,-0.21,0.0
2021-04-23,118.16857147216795,49.735294342041016,347.52984619140625,219.4408721923828,254.4351806640625,110.44871520996094,37.09919357299805,57.93000030517578,225.0219573974609,49.06187057495117,1.26,0.77,0.7,-0.34,0.05,0.0
2021-04-26,117.4550552368164,48.99569320678711,342.6387023925781,217.3173828125,254.824951171875,108.9079132080078,37.14925384521485,57.61000061035156,225.35459899902344,49.15898513793945,0.43,0.79,-0.5,-1.21,-0.05,0.0
2021-04-27,117.82012176513672,48.92266082763672,343.7808532714844,219.8150329589844,255.2341461181641,109.12399291992188,37.29941177368164,57.15999984741211,224.93389892578125,49.80348587036133,-0.03,0.08,0.85,0.53,0.06,0.0
2021-04-28,118.64148712158205,48.931785583496094,343.5229797363281,217.4109344482422,248.0146331787109,105.60083770751952,38.26714324951172,58.43999862670898,228.39727783203125,51.30439758300781,-0.06,0.29,0.19,-0.31,-0.33,0.0
2021-04-29,119.67025756835938,49.54354476928711,350.3484802246094,220.03021240234372,246.0173492431641,107.69593048095705,37.69985580444336,54.93000030517578,231.7334899902344,52.03718948364258,0.39,-0.77,1.08,1.35,-0.24,0.0
2021-04-30,117.71226501464844,49.287879943847656,350.5419006347656,220.8440704345703,245.69583129882807,107.56439971923828,36.94069290161133,54.77000045776367,228.5049285888672,50.53628921508789,-0.83,-0.51,-0.32,0.13,-0.44,0.0
2021-05-03,120.0934066772461,49.744422912597656,354.9172058105469,220.35763549804688,245.38409423828125,108.72000885009766,37.77493667602539,54.84999847412109,227.57546997070312,51.931243896484375,0.17,0.73,1.71,1.09,1.07,0.0
2021-05-04,120.92306518554688,49.43398284912109,356.9161071777344,218.767333984375,241.41873168945312,107.20738220214844,37.87504577636719,52.9900016784668,227.00802612304688,52.25790786743164,-0.89,-0.25,2.0,1.1,0.58,0.0
2021-05-05,120.48332214355467,49.3061408996582,355.8936462402344,219.87120056152344,240.13265991210935,106.61550903320312,39.16814422607422,51.18000030517578,224.2490692138672,53.82945251464844,-0.06,-0.17,1.34,0.66,0.62,0.0
2021-05-06,123.13826751708984,49.79920196533203,356.7871398925781,219.70281982421875,243.30882263183597,107.7992935180664,39.718746185302734,46.650001525878906,226.3134002685547,54.34151840209961,0.48,-0.54,1.2,1.24,0.6,0.0
2021-05-07,122.03086853027344,49.77181625366211,359.5504455566406,219.68409729003903,245.9686584472656,107.42346954345705,39.9606819152832,47.02999877929688,227.09608459472656,55.11844253540039,0.84,0.45,-0.1,-0.24,0.14,0.0
2021-05-10,122.62648010253906,50.13705062866211,362.1296081542969,221.8076171875,240.82437133789065,107.38591003417967,39.435096740722656,45.790000915527344,221.0791931152344,55.25089645385742,-1.36,-1.29,1.69,1.18,0.73,0.0
2021-05-11,120.9905776977539,49.59832763671875,357.229248046875,218.767333984375,239.8988342285156,106.68128967285156,38.8427848815918,46.209999084472656,220.59979248046875,53.493953704833984,-0.63,0.7,-0.89,-0.84,-0.07,0.0
2021-05-12,118.5409164428711,49.34266662597656,350.59716796875,213.2294158935547,232.85472106933597,103.55912017822266,39.00128173828125,43.810001373291016,215.8547821044922,53.78058624267578,-2.34,-1.15,0.71,-0.27,0.13,0.0
2021-05-13,120.94864654541016,49.77181625366211,357.1831359863281,214.94129943847656,236.78109741210935,104.21939086914062,39.16814422607422,44.47999954223633,219.2154083251953,53.11773300170898,1.02,0.47,1.14,1.4,0.36,0.0
2021-05-14,121.37647247314452,49.97269058227539,359.9558410644531,216.76544189453125,241.7694396972656,104.88909912109376,40.65311050415039,47.41999816894531,222.3507080078125,54.43448638916016,1.81,0.97,-0.15,-0.25,-0.01,0.0
2021-05-17,121.73724365234376,49.8905143737793,360.26885986328125,216.72805786132807,238.87582397460935,104.68158721923828,40.636417388916016,47.5099983215332,221.86080932617188,55.70643997192383,-0.24,0.73,0.83,0.01,0.56,0.0
2021-05-18,120.73052215576172,49.61659240722656,356.67657470703125,216.96188354492188,236.829833984375,104.76649475097656,40.07746887207031,49.16999816894531,221.0083770751953,54.12992477416992,-0.69,0.06,-0.94,-1.03,-0.43,0.0
2021-05-19,120.12647247314452,49.461368560791016,355.1291198730469,215.29676818847656,237.41574096679688,103.44590759277344,39.01797103881836,49.470001220703125,220.0482177734375,52.83110046386719,-0.34,-0.52,-0.46,-0.18,-0.32,0.0
2021-05-20,120.70533752441406,49.89965057373047,357.6897888183594,217.19577026367188,240.6968994140625,105.08718872070312,39.3266487121582,49.33000183105469,221.86080932617188,52.705692291259766,1.15,-0.49,-1.43,-0.84,-0.48,0.0
2021-05-21,121.42683410644533,49.87225341796875,356.67657470703125,216.31640625,239.4176483154297,104.62498474121094,39.46012878417969,48.81999969482422,222.18411254882807,52.7773551940918,-0.04,0.45,0.98,-0.11,-0.07,0.0
2021-05-24,121.41004180908205,50.03660583496094,357.1279296875,216.94317626953125,244.89602661132807,106.13419342041016,39.9606819152832,50.02999877929688,224.68258666992188,53.39542007446289,0.99,-0.48,-0.69,0.25,-0.29,0.0
2021-05-25,120.62984466552734,50.02747344970703,355.41461181640625,217.1583251953125,245.81399536132807,106.2379379272461,39.11808013916016,50.459999084472656,224.3886260986328,52.1861572265625,-0.3,-0.85,-1.23,0.21,-0.16,0.0
2021-05-26,120.285888671875,50.24661636352539,353.83026123046875,217.3547821044922,245.58937072753903,106.4454574584961,39.10139846801758,51.119998931884766,222.4780731201172,52.79526138305664,0.47,1.78,0.56,-0.54,0.14,0.0
2021-05-27,120.65499877929688,50.666629791259766,356.83319091796875,219.70281982421875,243.46051025390625,107.0679931640625,38.92620849609375,50.709999084472656,222.27227783203125,52.45488357543945,0.28,1.08,0.95,-0.26,0.28,0.0
2021-05-28,120.58788299560548,50.484012603759766,354.4313049316406,220.0038146972656,243.8218231201172,107.41699981689452,38.95122909545898,50.83000183105469,222.70343017578125,52.28468704223633,0.04,-0.37,-0.3,-0.19,-0.42,0.0
2021-06-01,120.96542358398438,50.47488021850586,354.1716613769531,219.39239501953125,241.5953369140625,106.90763854980467,39.8438835144043,50.97999954223633,222.0469665527344,54.15679931640625,0.03,1.41,1.46,0.29,0.39,0.0
2021-06-02,122.24896240234376,50.67576217651367,357.11138916015625,219.9003448486328,241.4976806640625,106.58695220947266,40.56134033203125,50.790000915527344,225.01568603515625,54.586761474609375,0.12,-0.21,0.32,-0.09,0.69,0.0
2021-06-03,122.10636138916016,50.8035888671875,359.2071838378906,218.64930725097656,239.94500732421875,104.81365203857422,40.54466247558594,48.70000076293945,223.49703979492188,54.80174255371094,-0.53,-0.25,0.72,0.42,0.32,0.0
2021-06-04,123.6751480102539,51.3514404296875,365.466796875,219.52410888671875,244.90577697753903,105.6342544555664,40.519630432128906,50.18000030517578,225.48599243164065,55.0435905456543,0.89,-0.6,-0.9,-0.13,-0.21,0.0
2021-06-07,124.1785125732422,51.1688232421875,363.0649108886719,217.93441772460935,247.85491943359372,105.01171875,40.20260620117188,50.7599983215332,226.6421356201172,54.68528366088867,0.15,1.28,-0.96,-1.01,-0.19,0.0
2021-06-08,125.05941009521484,50.812721252441406,360.3014221191406,218.82801818847656,246.64401245117188,105.19093322753906,40.352783203125,49.880001068115234,227.3573455810547,55.6526985168457,0.19,1.08,-0.32,0.06,-0.06,0.0
